,principal_component_1,principal_component_2
0,1.6850303911895153,0.3973688311530519
1,-1.9046312696624317,0.2258646331117981
2,0.6981948315208524,1.2055477831868588
3,-1.7757914820456313,0.6447872006261846
4,0.07414310943855096,-0.875875175945485
5,-0.6379171629054833,1.421244178576149
6,0.6818181476859575,-1.8771601156474778
7,-0.5432918261007988,-1.3126943874919872
8,-1.7207128772647264,0.6880461393916502
9,-2.567320039364282,1.1225520027100124
10,-0.3728726227355793,-1.1602164258483387
11,0.0778929374842316,-2.0523208553556223
12,2.363976837636489,-1.893066844396373
13,-0.43205179476589184,-1.5717283458896965
14,0.22686674338117813,-1.9358872323485306
15,2.840416969858495,1.2576889268958338
16,-1.4090385437289845,-0.8470115022787146
17,-0.2377900179911276,0.5543181901650844
18,2.006791734786593,0.3741370347891973
19,-1.0795303928430013,-0.2757820854553578
20,0.7742172137407076,-1.5552873862068313
21,1.0344504138172275,-0.25402496313715295
22,0.290607413550908,-0.727566377833148
23,-1.2215392085148444,1.0131159855858773
24,-0.24066941484340493,-0.8557187104215329
25,-1.0867328272215677,-0.6231883615241696
26,-0.494132649319171,-1.269475405000643
27,3.177970282772885,0.056621402550245906
28,0.6217315100433707,-3.0736785335049523
29,-0.22283331194598094,0.5656441508943653
30,-0.99190256641092,1.2014450134974342
31,-0.648047222888134,-1.7362258469358898
32,2.0218243874137833,-0.726170093288212
33,-1.8231605878355563,0.28283288130773254
34,0.629273329230003,-0.5213891068416194
35,-0.7760640991780655,-1.4784461256767403
36,-2.0172344083503377,1.9005364793605617
37,2.4671268215096602,-1.8197473145529306
38,1.2360693028912286,-0.1259712810146027
39,-0.8511331824971934,-1.531956241640735
40,-1.877871966822115,0.5709960355465493
41,0.38993790242010845,-0.388184067219474
42,-1.0838882238158563,-1.707275364220169
43,1.519461025740955,0.3622712362692273
44,0.12836766683405937,-2.022463803737654
45,-1.5263489326484805,0.8358081041553558
46,-2.6848887216204664,0.7324366389644019
47,0.10731982560514114,0.13843578944448426
48,-1.274342589829265,2.4064304473689515
49,2.6053476051357616,-0.3507788345019466
50,-1.0975078438218544,-0.28071518507993704
51,4.111390478989473,-0.6972848187450482
52,-0.5841394597022679,-0.2883828900860618
53,2.3524278157723164,2.2680114594787786
54,2.475708339597407,-1.8060673584073819
55,-1.2620917424943234,-0.4007017322006609
56,-0.8628632626255703,-0.09697916096888184
57,0.11515047095695685,-0.8583597913777976
58,2.8268104726223098,1.2293985997771852
59,-1.5992383378910902,1.8181257293414255
60,0.002090860091204405,0.4447571850435137
61,-1.1563785658586785,2.4825326515577912
62,0.9308725993980904,1.3404529904279898
63,-0.7820464519896096,-1.4762117726649864
64,-2.658077709760042,1.093285045968501
65,1.758153787725323,1.6653179010252788
66,-0.5818923102534896,1.4733578411927994
67,-1.6217027463083,2.782068940415296
68,2.041617981071452,-0.7192634514042151
