principal_component_1,principal_component_2
1.7070217764333866,-0.4663596907581753
-1.4243003292255707,-1.576981869832064
1.1035881275881048,0.05106096927434822
-1.4266136707563641,1.3225259520552195
-0.4018789480385828,0.7510001372984594
0.06454386825275148,-0.3387011315467062
-0.2178884029493521,0.04080381137092766
-1.18172418898289,1.3160938796967037
-1.2901548284381155,0.5571885436202538
-1.612124515375976,-1.3475199948833236
-0.9479696539680041,1.0034954894886692
-0.974071784068356,1.5645695358077583
1.29312964464482,-0.32254306005679545
-0.8702960805057426,-1.8798910996082174
-0.8625269987997582,2.2684546899722924
3.195191258856744,-1.2487826589801914
-1.6322617707196183,0.3492980677804457
0.09518390733798418,-0.9499029116721113
2.1192996749850477,-1.774457903383143
-1.2019720138030827,1.3229267627838093
-0.16395640227344702,1.680553596237087
0.9571026818154992,-1.514546865522033
0.042758151574717226,-1.2984269698520627
-0.5369530422556177,-1.2595267050879515
-0.6793617414791332,0.9485969360672613
-1.2138841704422816,-0.0729773936239278
-1.1455478853983472,1.5616042587975116
2.841316519549153,-0.04260177104351488
-1.0136760177874533,2.4867203551240427
-0.0012629453651347433,0.2800273178953867
-0.38120387075778195,0.2760620975000787
-1.1382023212719534,-1.7507138043655763
1.579747217626249,-1.3422398577686458
-1.3049412453470741,-1.8297624359598408
0.3344211392019802,-0.18702918985144587
-1.4050761838096715,0.7665446625428374
-1.009035669597398,0.36778835724488956
1.5214148691118077,-1.208081484425578
0.993396652070224,0.36965399351711603
-1.5576266826364846,1.4567379981020816
-1.3690820670575012,-0.5950651282621064
0.16546922749070317,-0.12076515653236713
-1.777931660239275,0.8617381077149769
1.408660316431468,0.7566049959062018
-1.0500770308089304,3.016234633381751
-1.0086021609902802,0.00451185052598807
-1.791776578571031,-2.379854878123907
0.3582916844893987,-1.9671967827046846
-0.0027512506793022085,-1.0709342899079124
2.1548536310728483,-0.18213451421959523
-1.166748496208755,0.7256956543254468
3.2744555256148624,0.9843927350826837
-0.6227366119526496,-0.0905479848374407
3.1402028300901166,-0.7749711062183605
1.385116133358197,0.11522487575629642
-1.4431917064989457,1.6102969356242929
-0.9075621572074665,0.9352711431064145
-0.26844608186637375,-0.18149958564144816
2.9278487866841223,1.433780451297823
-0.5909032689753626,-0.3125147923284971
0.322521449940067,-1.4330525210955867
0.17878324278425192,-1.539347426392972
1.4906582823530794,-1.205709420528667
-1.376031729493475,0.386364753091721
-1.8182986019090326,-0.49561209731967804
2.260804070881643,0.47241497697099055
0.19858646130546745,-1.0550237565964355
-0.051652630374993486,-1.3715462304301604
1.5470066461262117,-0.7477849147581679
-0.7929102178310865,0.2665669358847842
0.31284662138369607,-0.9605279093500813
-0.06435810988480933,-0.13641924988359955
-0.38264159075366133,-0.39449307410862644
-1.133105242650363,0.6862186775700142
2.2126748119151496,0.42186358559134296
3.116508170081993,0.8052012430268598
-0.6315604216728877,1.378790929623808
1.306097885821406,0.335603006915452
-1.2535971803190495,1.3608182600855634
-1.3680907792295975,0.23641825547628245
-1.3899752638241554,0.5497389885923635
-0.0012629453651347433,0.2800273178953867
1.163137892455603,1.5627677935197912
-1.7891736947584052,-0.9792263672990583
-1.0259291206407006,-0.20692430958871336
0.7616575686997601,-0.6665080662003962
2.3873833280182115,0.6191330522963605
-0.6126772524361823,-0.2066293451978846
-1.374458159919418,-1.9939040031065627
-1.3505053429526306,-1.4083313317347148
0.8395390234113644,0.8186320145778739
-1.036986894421846,0.29849990321913944
-1.4032896337658012,0.33378639255179676
-1.357199400557021,1.215627621704253
0.31635418865159626,-0.5644638507845431
-1.3994299235812602,-0.3238623267203449
2.13688662758491,-0.9371030559777077
0.18820026459632275,1.6126325312199126
-0.8061539452179727,-0.6342689884463052
-1.0867563847419508,-0.5718358322162
0.8966004290517062,0.26033451140583697
1.4553028836949735,-1.3797749422139862
1.7740595354878967,-0.5727257958161844
-1.4579984524586078,0.9810965227070341
-1.287744441627915,-0.8979361576075979
-0.5515113958612498,-0.6336220895349116
-1.0461165826410401,0.7639504426371841
1.5653824293320304,-0.4958934585921977
0.530953686021594,0.3633602739601147
2.4800222650873294,2.011577671074783
0.48189624950583576,-0.44763756492864426
2.388641884224658,2.051346615027854
-0.5620861708654219,0.8105716152145285
-1.303239978249877,-1.046838925937856
3.5853581403324615,0.37489257960272904
-0.674844073499613,0.7372721565251549
-1.7854284271768603,-0.48471278008849716
-1.4411050540831787,0.2790572231408247
